_bkt,_cd,_indextime,_raw,_serial,_si,_sourcetype,_subsecond,_time,host,index,linecount,source,sourcetype,splunk_server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282371,1717056186,"127.0.0.1 - splunk-system-user [30/May/2024:10:03:05.964 +0200] ""POST /services/replication/configuration/lookup-update-notify HTTP/1.1"" 200 0 ""-"" ""Splunk/9.2.1 (Linux 6.8.0-31-generic; arch=x86_64)"" - - - 0ms",50,"['splunk-server', '_internal']",splunkd_access,.964,2024-05-30T10:03:05.964+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd_access.log,splunkd_access,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:300801,1717056188,"05-30-2024 10:03:05.936 +0200 INFO  SavedSplunker - AlertNotifier::notifySearchCompleted: called for sid=scheduler__nobody_c3BsdW5rX21vbml0b3JpbmdfY29uc29sZQ__RMD54740dfff07b17ef1_at_1717056154_0, condition=1",51,"['splunk-server', '_internal']",scheduler,.936,2024-05-30T10:03:05.936+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/scheduler.log,scheduler,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282360,1717056186,"127.0.0.1 - splunk-system-user [30/May/2024:10:03:05.936 +0200] ""POST /servicesNS/nobody/splunk_monitoring_console/saved/searches/DMC%20Asset%20-%20Build%20Standalone%20Asset%20Table/notify?trigger.condition_state=1 HTTP/1.1"" 200 2009 ""-"" ""Splunk/9.2.1 (Linux 6.8.0-31-generic; arch=x86_64)"" - - - 11ms",52,"['splunk-server', '_internal']",splunkd_access,.936,2024-05-30T10:03:05.936+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd_access.log,splunkd_access,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282352,1717056186,"127.0.0.1 - splunk-system-user [30/May/2024:10:03:05.905 +0200] ""GET /services/server/info?count=0 HTTP/1.1"" 200 6277 ""-"" ""Splunk/9.2.1 (Linux 6.8.0-31-generic; arch=x86_64)"" - - - 1ms",53,"['splunk-server', '_internal']",splunkd_access,.905,2024-05-30T10:03:05.905+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd_access.log,splunkd_access,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282514,1717056186,05-30-2024 10:03:05.845 +0200 INFO  KeyManagerLocalhost [1553 TcpChannelThread] - Finished reading private key for localhost: /opt/splunk/etc/auth/distServerKeys/private.pem,54,"['splunk-server', '_internal']",splunkd,.845,2024-05-30T10:03:05.845+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282507,1717056186,05-30-2024 10:03:05.843 +0200 INFO  KeyManagerLocalhost [1553 TcpChannelThread] - Reading private key for localhost: /opt/splunk/etc/auth/distServerKeys/private.pem,55,"['splunk-server', '_internal']",splunkd,.843,2024-05-30T10:03:05.843+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282500,1717056186,05-30-2024 10:03:05.843 +0200 INFO  KeyManagerLocalhost [1553 TcpChannelThread] - Finished reading public key for localhost: /opt/splunk/etc/auth/distServerKeys/trusted.pem,56,"['splunk-server', '_internal']",splunkd,.843,2024-05-30T10:03:05.843+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282493,1717056186,05-30-2024 10:03:05.841 +0200 INFO  KeyManagerLocalhost [1553 TcpChannelThread] - Reading public key for localhost: /opt/splunk/etc/auth/distServerKeys/trusted.pem,57,"['splunk-server', '_internal']",splunkd,.841,2024-05-30T10:03:05.841+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282486,1717056186,05-30-2024 10:03:05.841 +0200 INFO  KeyManagerLocalhost [1553 TcpChannelThread] - Public key already exists: /opt/splunk/etc/auth/distServerKeys/trusted.pem,58,"['splunk-server', '_internal']",splunkd,.841,2024-05-30T10:03:05.841+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282480,1717056186,05-30-2024 10:03:05.840 +0200 INFO  KeyManagerLocalhost [1553 TcpChannelThread] - Checking for localhost key pair,59,"['splunk-server', '_internal']",splunkd,.840,2024-05-30T10:03:05.840+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282344,1717056186,"127.0.0.1 - splunk-system-user [30/May/2024:10:03:05.840 +0200] ""GET /services/search/distributed/groups?count=0 HTTP/1.1"" 200 1709 ""-"" ""Splunk/9.2.1 (Linux 6.8.0-31-generic; arch=x86_64)"" - - - 8ms",60,"['splunk-server', '_internal']",splunkd_access,.840,2024-05-30T10:03:05.840+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd_access.log,splunkd_access,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282327,1717056186,"127.0.0.1 - splunk-system-user [30/May/2024:10:03:05.760 +0200] ""GET /servicesNS/splunk-system-user/splunk_monitoring_console/admin/summarization?actual_only=false&_nop_sid=c9a40f949b658368_tmp&use_normalized=yes&noProxy=true&nodetails=1&search=summary.normHash%3DNS8d007ee279cb51a9%20AND%20eai:acl.app%3Dsplunk_monitoring_console&sort_key=summary.size&sort_dir=desc&sort_mode=num HTTP/1.0"" 200 1736 ""-"" ""Splunkd/9.2.1 (Linux 6.8.0-31-generic; arch=x86_64)"" - - - 8ms",61,"['splunk-server', '_internal']",splunkd_access,.760,2024-05-30T10:03:05.760+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd_access.log,splunkd_access,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282473,1717056186,05-30-2024 10:03:05.686 +0200 INFO  TailReader [1511 tailreader0] - Batch input finished reading file='/opt/splunk/var/spool/splunk/tracker.log',62,"['splunk-server', '_internal']",splunkd,.686,2024-05-30T10:03:05.686+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282319,1717056186,"127.0.0.1 - splunk-system-user [30/May/2024:10:03:05.686 +0200] ""GET //services/cluster/config?output_mode=json HTTP/1.0"" 200 2738 ""-"" ""Python-httplib2/0.20.4 (gzip)"" - - - 1ms",63,"['splunk-server', '_internal']",splunkd_access,.686,2024-05-30T10:03:05.686+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd_access.log,splunkd_access,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282312,1717056186,"127.0.0.1 - splunk-system-user [30/May/2024:10:03:05.659 +0200] ""GET //services/server/roles?output_mode=json HTTP/1.0"" 200 798 ""-"" ""Python-httplib2/0.20.4 (gzip)"" - - - 4ms",64,"['splunk-server', '_internal']",splunkd_access,.659,2024-05-30T10:03:05.659+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd_access.log,splunkd_access,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:300797,1717056188,05-30-2024 10:03:05.642 +0200 INFO  SavedSearchHistory - Thread started,65,"['splunk-server', '_internal']",scheduler,.642,2024-05-30T10:03:05.642+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/scheduler.log,scheduler,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279246,1717056185,05-30-2024 10:03:05.640 +0200 INFO  SavedSplunker - DCSS: completed reading history for continuous scheduled searches,66,"['splunk-server', '_internal']",scheduler,.640,2024-05-30T10:03:05.640+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/scheduler.log,scheduler,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282304,1717056186,"127.0.0.1 - splunk-system-user [30/May/2024:10:03:05.635 +0200] ""GET /services/properties/telemetry/general/sendSupportUsage HTTP/1.0"" 200 5 ""-"" ""Python-httplib2/0.20.4 (gzip)"" - - - 0ms",67,"['splunk-server', '_internal']",splunkd_access,.635,2024-05-30T10:03:05.635+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd_access.log,splunkd_access,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282296,1717056186,"127.0.0.1 - splunk-system-user [30/May/2024:10:03:05.554 +0200] ""GET //services/cluster/config?output_mode=json HTTP/1.0"" 200 2738 ""-"" ""Python-httplib2/0.20.4 (gzip)"" - - - 0ms",68,"['splunk-server', '_internal']",splunkd_access,.554,2024-05-30T10:03:05.554+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd_access.log,splunkd_access,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282289,1717056186,"127.0.0.1 - splunk-system-user [30/May/2024:10:03:05.543 +0200] ""GET //services/server/roles?output_mode=json HTTP/1.0"" 200 798 ""-"" ""Python-httplib2/0.20.4 (gzip)"" - - - 0ms",69,"['splunk-server', '_internal']",splunkd_access,.543,2024-05-30T10:03:05.543+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd_access.log,splunkd_access,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282281,1717056186,"127.0.0.1 - splunk-system-user [30/May/2024:10:03:05.528 +0200] ""GET /services/properties/telemetry/general/sendSupportUsage HTTP/1.0"" 200 5 ""-"" ""Python-httplib2/0.20.4 (gzip)"" - - - 1ms",70,"['splunk-server', '_internal']",splunkd_access,.528,2024-05-30T10:03:05.528+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd_access.log,splunkd_access,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282465,1717056186,05-30-2024 10:03:05.497 +0200 INFO  DatabaseDirectoryManager [1349 indexerPipe] - Finished writing bucket manifest in hotWarmPath=/opt/splunk/var/lib/splunk/_metrics/db duration=0.001,71,"['splunk-server', '_internal']",splunkd,.497,2024-05-30T10:03:05.497+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282453,1717056186,05-30-2024 10:03:05.496 +0200 INFO  DatabaseDirectoryManager [1349 indexerPipe] - idx=_metrics writing a bucket manifest in hotWarmPath='/opt/splunk/var/lib/splunk/_metrics/db' pendingBucketUpdates=5 innerLockTime=0.000. Reason='New hot bucket bid=_metrics~19~8F085A33-88AF-4936-881D-AD2F5B920414 bucket_action=add',72,"['splunk-server', '_internal']",splunkd,.496,2024-05-30T10:03:05.496+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282441,1717056186,"05-30-2024 10:03:05.495 +0200 INFO  IndexWriter [1349 indexerPipe] - Creating hot bucket=hot_v1_19, idx=_metrics, bid=_metrics~19~8F085A33-88AF-4936-881D-AD2F5B920414, path_crc32=1142652131, event timestamp=1717056185, reason=suitable bucket not found, hot_buckets=4, max=6, sourcetype=splunk_metrics_log",73,"['splunk-server', '_internal']",splunkd,.495,2024-05-30T10:03:05.495+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:282432,1717056186,"05-30-2024 10:03:05.492 +0200 INFO  MetricSchemaProcessor [1473 typing] - channel confkey=source::/opt/splunk/var/log/splunk/metrics.log|host::splunk-server|splunk_metrics_log|CLONE_CHANNEL has an event with no measure, will be skipped.",74,"['splunk-server', '_internal']",splunkd,.492,2024-05-30T10:03:05.492+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/splunkd.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279237,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=thruput, name=thruput, instantaneous_kbps=350.519, instantaneous_eps=1620.689, average_kbps=350.505, total_k_processed=11342.000, kb=11342.266, ev=52443, load_average=1.186",75,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279229,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=thruput, name=syslog_output, instantaneous_kbps=0.000, instantaneous_eps=0.000, average_kbps=0.000, total_k_processed=0.000, kb=0.000, ev=0",76,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279220,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=thruput, name=index_thruput, instantaneous_kbps=346.249, instantaneous_eps=1392.737, average_kbps=346.223, total_k_processed=11201.000, kb=11201.641, ev=45057",77,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279195,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=tcpin_connections, 192.168.1.38:51677:9997 connectionid=0, connectionType=cooked, sourcePort=51677, sourceHost=192.168.1.38, sourceIp=192.168.1.38, destPort=9997, kb=11423.122, _tcp_Bps=364334.585, _tcp_KBps=355.795, _tcp_avg_thruput=355.795, _tcp_Kprocessed=11423.122, _tcp_eps=427.336, _process_time_ms=21, tz_kBps=0.062, chan_new_kBps=0.031, evt_misc_kBps=10.621, evt_raw_kBps=302.935, evt_fields_kBps=42.080, evt_fn_kBps=10.060, evt_fv_kBps=31.988, evt_fn_str_kBps=10.060, evt_fv_str_kBps=31.988, build=78803f08aabb, version=9.2.1, os=Windows, arch=x64, hostname=Saturn-24, guid=762C572D-8828-47DB-A610-A7AEC12CF1E5, fwdType=uf, lastIndexer=192.168.1.66:9997, ssl=false, ack=false",78,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279188,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=queue, name=typingqueue, max_size_kb=500, current_size_kb=3, current_size=9, largest_size=1301, smallest_size=0",79,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279181,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=queue, name=splunktcpin, max_size_kb=500, current_size_kb=0, current_size=0, largest_size=734, smallest_size=0",80,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279174,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=queue, name=rulesetqueue, max_size_kb=500, current_size_kb=0, current_size=0, largest_size=2, smallest_size=0",81,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279167,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=queue, name=parsingqueue, max_size_kb=6144, current_size_kb=0, current_size=0, largest_size=33, smallest_size=0",82,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279160,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=queue, name=nullqueue, max_size_kb=500, current_size_kb=0, current_size=0, largest_size=2, smallest_size=0",83,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279153,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=queue, name=indexqueue, max_size_kb=500, current_size_kb=0, current_size=0, largest_size=1299, smallest_size=0",84,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279146,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=queue, name=auditqueue, max_size_kb=500, current_size_kb=0, current_size=0, largest_size=2, smallest_size=0",85,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279139,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=queue, name=aggqueue, max_size_kb=1024, current_size_kb=0, current_size=0, largest_size=2677, smallest_size=0",86,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279131,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_thruput, series=""sysmon:logs"", kbps=51.203, eps=193.458, kb=1656.863, ev=6260, avg_age=189546.342, max_age=229643",87,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279123,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_thruput, series=""splunkd"", kbps=181.723, eps=1174.314, kb=5880.265, ev=37999, avg_age=136973.054, max_age=234017",88,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279115,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_thruput, series=""splunk_web_service"", kbps=0.896, eps=8.251, kb=28.994, ev=267, avg_age=43825.213, max_age=234018",89,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279107,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_thruput, series=""splunk_python"", kbps=0.636, eps=7.293, kb=20.574, ev=236, avg_age=24792.648, max_age=234018",90,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279100,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_thruput, series=""splunk_metrics_log"", kbps=0.403, eps=3.770, kb=13.026, ev=122, avg_age=5.238, max_age=17",91,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279093,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_thruput, series=""mongod"", kbps=1.130, eps=6.459, kb=36.575, ev=209, avg_age=3.483, max_age=7",92,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279086,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_thruput, series=""kvstore"", kbps=43.399, eps=2.163, kb=1404.311, ev=70, avg_age=1.957, max_age=3",93,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279078,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_thruput, series=""wineventlog:system"", kbps=6.873, eps=30.471, kb=222.414, ev=986, avg_age=57560.763, max_age=229321",94,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279070,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_thruput, series=""wineventlog:security"", kbps=56.934, eps=163.172, kb=1842.308, ev=5280, avg_age=190801.187, max_age=229484",95,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279062,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_thruput, series=""wineventlog:application"", kbps=7.689, eps=33.005, kb=248.794, ev=1068, avg_age=87817.078, max_age=228011",96,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279055,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_regex_cpu, series=""sysmon:logs"", cpu=1, cpupe=0.00016015374759769378, bytes=1692320, ev=6244",97,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279048,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_regex_cpu, series=""splunkd"", cpu=1, cpupe=0.00819672131147541, bytes=13339, ev=122",98,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
_internal~4~8F085A33-88AF-4936-881D-AD2F5B920414,4:279041,1717056185,"05-30-2024 10:03:05.301 +0200 INFO  Metrics - group=per_sourcetype_regex_cpu, series=""splunk_resource_usage"", cpu=0, cpupe=0, bytes=11594, ev=25",99,"['splunk-server', '_internal']",splunkd,.301,2024-05-30T10:03:05.301+02:00,splunk-server,_internal,1,/opt/splunk/var/log/splunk/metrics.log,splunkd,splunk-server
